Protein_A	Protein_B	Uniprot_A	Uniprot_B
MBF1	TMA46	O14467	Q12000
MDH3	TMA46	P32419	Q12000
MDJ1	TMA46	P35191	Q12000
MDM20	TMA46	Q12387	Q12000
MIS1	TMA46	P09440	Q12000
MOB2	TMA46	P43563	Q12000
MOT2	TMA46	P34909	Q12000
MRD1	TMA46	Q06106	Q12000
MSC3	TMA46	Q05812	Q12000
MSS116	TMA46	P15424	Q12000
MTR4	TMA46	P47047	Q12000
MYO2	TMA46	P19524	Q12000
MYO4	TMA46	P32492	Q12000
NAB6	TMA46	Q03735	Q12000
NAM7	TMA46	P30771	Q12000
NAT1	TMA46	P12945	Q12000
NEW1	TMA46	Q08972	Q12000
NIP1	TMA46	P32497	Q12000
NOP2	TMA46	P40991	Q12000
NOT3	TMA46	P06102	Q12000
NOT5	TMA46	Q12514	Q12000
NPL3	TMA46	Q01560	Q12000
NUG1	TMA46	P40010	Q12000
NUP57	TMA46	P48837	Q12000
OST1	TMA46	P41543	Q12000
PAM1	TMA46	P37304	Q12000
PAT1	TMA46	P25644	Q12000
PBP1	TMA46	P53297	Q12000
PBP4	TMA46	Q07362	Q12000
PDC1	TMA46	P06169	Q12000
PDR5	TMA46	P33302	Q12000
PEP3	TMA46	P27801	Q12000
PET9	TMA46	P18239	Q12000
PFK1	TMA46	P16861	Q12000
PFK2	TMA46	P16862	Q12000
PGI1	TMA46	P12709	Q12000
PHB1	TMA46	P40961	Q12000
PHB2	TMA46	P50085	Q12000
PHO8	TMA46	P11491	Q12000
POL5	TMA46	P39985	Q12000
POR1	TMA46	P04840	Q12000
PPN1	TMA46	Q04119	Q12000
PRT1	TMA46	P06103	Q12000
PSP2	TMA46	P50109	Q12000
PTA1	TMA46	Q01329	Q12000
RFC3	TMA46	P38629	Q12000
RGR1	TMA46	P19263	Q12000
RLI1	TMA46	Q03195	Q12000
RNQ1	TMA46	P25367	Q12000
RPA135	TMA46	P22138	Q12000
RPG1	TMA46	P38249	Q12000
RPL12A	TMA46	P0CX53	Q12000
RPL15A	TMA46	P05748	Q12000
RPL16B	TMA46	P26785	Q12000
RPL18A	TMA46	P0CX49	Q12000
RPL1A	TMA46	P0CX43	Q12000
RPL23A	TMA46	P0CX41	Q12000
RPL27A	TMA46	P0C2H6	Q12000
RPL28	TMA46	P02406	Q12000
RPL30	TMA46	P14120	Q12000
RPL31B	TMA46	P0C2H9	Q12000
RPL36B	TMA46	O14455	Q12000
RPL4A	TMA46	P10664	Q12000
RPL5	TMA46	P26321	Q12000
RPO21	TMA46	P04050	Q12000
RPP0	TMA46	P05317	Q12000
RPP2A	TMA46	P05319	Q12000
RPS14B	TMA46	P39516	Q12000
RPS16A	TMA46	P0CX51	Q12000
RPS21A	TMA46	P0C0V8	Q12000
RPS21B	TMA46	Q3E754	Q12000
RPS24A	TMA46	P0CX31	Q12000
RPS28B	TMA46	P0C0X0	Q12000
RPS30A	TMA46	P0CX33	Q12000
RPS4A	TMA46	P0CX35	Q12000
RPS7B	TMA46	P48164	Q12000
RRB1	TMA46	Q04225	Q12000
RRP3	TMA46	P38712	Q12000
SAC1	TMA46	P32368	Q12000
SBP1	TMA46	P10080	Q12000
SEA4	TMA46	P38164	Q12000
SEC13	TMA46	Q04491	Q12000
SEC16	TMA46	P48415	Q12000
SED5	TMA46	Q01590	Q12000
SHE3	TMA46	P38272	Q12000
SHM1	TMA46	P37292	Q12000
SHM2	TMA46	P37291	Q12000
SKI2	TMA46	P35207	Q12000
SKI3	TMA46	P17883	Q12000
SLH1	TMA46	P53327	Q12000
SMY2	TMA46	P32909	Q12000
SRO9	TMA46	P25567	Q12000
SRV2	TMA46	P17555	Q12000
SSA1	TMA46	P10591	Q12000
SSA2	TMA46	P10592	Q12000
SSA4	TMA46	P22202	Q12000
SSC1	TMA46	P12294	Q12000
SSD1	TMA46	P24276	Q12000
SSE1	TMA46	P32589	Q12000
STI1	TMA46	P15705	Q12000
STM1	TMA46	P39015	Q12000
STO1	TMA46	P34160	Q12000
STT3	TMA46	P39007	Q12000
STT4	TMA46	P37297	Q12000
SUI3	TMA46	P09064	Q12000
SUP35	TMA46	P05453	Q12000
SUP45	TMA46	P12385	Q12000
SVL3	TMA46	Q03088	Q12000
SYH1	TMA46	Q02875	Q12000
SYP1	TMA46	P25623	Q12000
TAF12	TMA46	Q03761	Q12000
TAF6	TMA46	P53040	Q12000
TCB1	TMA46	Q12466	Q12000
TCB2	TMA46	P48231	Q12000
TCB3	TMA46	Q03640	Q12000
TEF4	TMA46	P36008	Q12000
TIF1	TMA46	P10081	Q12000
TIF35	TMA46	Q04067	Q12000
TIF4631	TMA46	P39935	Q12000
TIF4632	TMA46	P39936	Q12000
TMA46	TMA46	Q12000	Q12000
TMA46	TOR1	Q12000	P35169
TMA46	TPI1	Q12000	P00942
TMA46	TRS120	Q12000	Q04183
TMA46	UBP3	Q12000	Q01477
TMA46	URA2	Q12000	P07259
TMA46	UTP20	Q12000	P35194
TMA46	VBA4	Q12000	Q04602
TMA46	VMA1	Q12000	P17255
TMA46	VMA2	Q12000	P16140
TMA46	VPH1	Q12000	P32563
TMA46	VTC3	Q12000	Q02725
TMA46	VTC4	Q12000	P47075
TMA46	VTS1	Q12000	Q08831
TMA46	XRN1	Q12000	P22147
TMA46	YDJ1	Q12000	P25491
TMA46	YEF3	Q12000	P16521
TMA46	YGR054W	Q12000	P53235
TMA46	YLL032C	Q12000	Q07834
TMA46	YLR419W	Q12000	Q06698
TMA46	YME2	Q12000	P32843
TMA46	YNR021W	Q12000	P53723
TMA46	ZUO1	Q12000	P32527
DED1	TMA64	P06634	Q04600
NMD4	TMA64	Q12129	Q04600
SUB1	TMA64	P54000	Q04600
SIW14	TMN3	P53965	P40071
DED1	TOF1	P06634	P53840
FUS3	TOF1	P16892	P53840
SOD1	TOF1	P00445	P53840
SIW14	TOF2	P53965	Q02208
DED1	TOK1	P06634	P40310
CDC48	TOM1	P25694	Q03280
DED1	TOM1	P06634	Q03280
DEF1	TOM1	P35732	Q03280
NUM1	TOM1	Q00402	Q03280
RRP6	TOM1	Q12149	Q03280
SOD1	TOM1	P00445	Q03280
STM1	TOM1	P39015	Q03280
NDC80	TOM20	P40460	P35180
TOM20	TOM70	P35180	P07213
NUM1	TOM22	Q00402	P49334
TOM22	TOM70	P49334	P07213
CDC48	TOM40	P25694	P23644
TOM40	TOM70	P23644	P07213
TOM5	TOM70	P80967	P07213
TOM6	TOM70	P33448	P07213
AAH1	TOM70	P53909	P07213
AFG3	TOM70	P39925	P07213
AHA1	TOM70	Q12449	P07213
ANT1	TOM70	Q06497	P07213
APM3	TOM70	P38153	P07213
ARP3	TOM70	P47117	P07213
ATP1	TOM70	P07251	P07213
ATP25	TOM70	Q03153	P07213
BEM1	TOM70	P29366	P07213
BNI1	TOM70	P41832	P07213
BNI5	TOM70	P53890	P07213
BRE1	TOM70	Q07457	P07213
CAT5	TOM70	P41735	P07213
CBP4	TOM70	P37267	P07213
CBT1	TOM70	P36038	P07213
CFT2	TOM70	Q12102	P07213
CIN8	TOM70	P27895	P07213
CLP1	TOM70	Q08685	P07213
CMR3	TOM70	Q12145	P07213
COX7	TOM70	P10174	P07213
CRD1	TOM70	Q07560	P07213
CSG2	TOM70	P35206	P07213
CTK3	TOM70	P46963	P07213
DAL81	TOM70	P21657	P07213
DBP7	TOM70	P36120	P07213
DCP2	TOM70	P53550	P07213
DCV1	TOM70	P43595	P07213
DED81	TOM70	P38707	P07213
DGR1	TOM70	Q3E808	P07213
DOT6	TOM70	P40059	P07213
DSE1	TOM70	P40077	P07213
EDC3	TOM70	P39998	P07213
ELO2	TOM70	P25358	P07213
ENT2	TOM70	Q05785	P07213
ERG24	TOM70	P32462	P07213
ERP4	TOM70	Q12450	P07213
ESC8	TOM70	Q08119	P07213
FAR11	TOM70	P53917	P07213
FKH1	TOM70	P40466	P07213
FSF1	TOM70	Q12029	P07213
FUI1	TOM70	P38196	P07213
FYV6	TOM70	P53913	P07213
GEP7	TOM70	P53171	P07213
GIS2	TOM70	P53849	P07213
GMC1	TOM70	Q04399	P07213
GOR1	TOM70	P53839	P07213
GTF1	TOM70	P53260	P07213
GUT2	TOM70	P32191	P07213
HAC1	TOM70	P41546	P07213
HCH1	TOM70	P53834	P07213
HFD1	TOM70	Q04458	P07213
HSP42	TOM70	Q12329	P07213
HSP82	TOM70	P02829	P07213
HSP90AA1	TOM70	NA	P07213
HSPA4	TOM70	NA	P07213
HXT15	TOM70	P54854	P07213
ICT1	TOM70	Q12385	P07213
IMA1	TOM70	P53051	P07213
IRC10	TOM70	Q08118	P07213
ISA2	TOM70	Q12425	P07213
IST1	TOM70	P53843	P07213
KHA1	TOM70	P40309	P07213
KRS1	TOM70	P15180	P07213
KTR4	TOM70	P38131	P07213
LGE1	TOM70	Q02796	P07213
LIN1	TOM70	P38852	P07213
LOA1	TOM70	Q06508	P07213
LRE1	TOM70	P25579	P07213
LSC1	TOM70	P53598	P07213
LTE1	TOM70	P07866	P07213
MAL31	TOM70	P38156	P07213
MCR1	TOM70	P36060	P07213
MDM36	TOM70	Q06820	P07213
MED6	TOM70	P38782	P07213
MED8	TOM70	P38304	P07213
MHR1	TOM70	Q06630	P07213
MMS2	TOM70	P53152	P07213
MNN10	TOM70	P50108	P07213
MOG1	TOM70	P47123	P07213
MON2	TOM70	P48563	P07213
MRM1	TOM70	P25270	P07213
MRN1	TOM70	Q08925	P07213
MRP7	TOM70	P12687	P07213
MRPL15	TOM70	P36523	P07213
MRPL17	TOM70	P36528	P07213
MRPL23	TOM70	Q12487	P07213
MRPL49	TOM70	P40858	P07213
MRPL51	TOM70	Q06090	P07213
MRPL8	TOM70	P22353	P07213
MSM1	TOM70	P22438	P07213
MSS116	TOM70	P15424	P07213
NAM2	TOM70	P11325	P07213
OMS1	TOM70	Q06668	P07213
OXA1	TOM70	P39952	P07213
PAC11	TOM70	P40960	P07213
PAM17	TOM70	P36147	P07213
PBP1	TOM70	P53297	P07213
PCP1	TOM70	P53259	P07213
PDA1	TOM70	P16387	P07213
PDR11	TOM70	P40550	P07213
PDR16	TOM70	P53860	P07213
PDR3	TOM70	P33200	P07213
PEP4	TOM70	P07267	P07213
PET111	TOM70	P08468	P07213
PET123	TOM70	P17558	P07213
PET127	TOM70	P32606	P07213
PEX17	TOM70	P40155	P07213
PEX18	TOM70	P38855	P07213
PFD1	TOM70	P46988	P07213
PHO2	TOM70	P07269	P07213
PHO23	TOM70	P50947	P07213
PIB2	TOM70	P53191	P07213
POC4	TOM70	Q12245	P07213
POL31	TOM70	P46957	P07213
PRP9	TOM70	P19736	P07213
PSD1	TOM70	P39006	P07213
PSP2	TOM70	P50109	P07213
PUF6	TOM70	Q04373	P07213
PUS2	TOM70	P53167	P07213
PUS7	TOM70	Q08647	P07213
RAD1	TOM70	P06777	P07213
RDS1	TOM70	P25611	P07213
RPB7	TOM70	P34087	P07213
RPL22A	TOM70	P05749	P07213
RPL29	TOM70	P05747	P07213
RPL2A	TOM70	P0CX45	P07213
RPL40A	TOM70	P0CH08	P07213
RPL40B	TOM70	P0CH09	P07213
RPO21	TOM70	P04050	P07213
RPP0	TOM70	P05317	P07213
RPS8A	TOM70	P0CX39	P07213
RRG8	TOM70	Q06109	P07213
RRG9	TOM70	P40156	P07213
RVS161	TOM70	P25343	P07213
SDS3	TOM70	P40505	P07213
SFH5	TOM70	P47008	P07213
SHY1	TOM70	P53266	P07213
SIT4	TOM70	P20604	P07213
SLG1	TOM70	P54867	P07213
SLS1	TOM70	P42900	P07213
SRP101	TOM70	P32916	P07213
SSA2	TOM70	P10592	P07213
SSB1	TOM70	P11484	P07213
SSB2	TOM70	P40150	P07213
SSS1	TOM70	P35179	P07213
STI1	TOM70	P15705	P07213
STP22	TOM70	P25604	P07213
SUB1	TOM70	P54000	P07213
SWC4	TOM70	P53201	P07213
SWC5	TOM70	P38326	P07213
SWS2	TOM70	P53937	P07213
SYH1	TOM70	Q02875	P07213
SYS1	TOM70	P41544	P07213
TAH1	TOM70	P25638	P07213
TAZ1	TOM70	Q06510	P07213
TCP1	TOM70	P12612	P07213
TEP1	TOM70	P53916	P07213
THP3	TOM70	Q12049	P07213
THR1	TOM70	P17423	P07213
TIF3	TOM70	P34167	P07213
TIF4632	TOM70	P39936	P07213
TIM11	TOM70	P81449	P07213
TIM22	TOM70	Q12328	P07213
TOD6	TOM70	P34219	P07213
TOK1	TOM70	P40310	P07213
TOM7	TOM70	P53507	P07213
TOM70	TOM70	P07213	P07213
TOM70	TOM71	P07213	P38825
TOM70	TRM11	P07213	Q12463
TOM70	TRM9	P07213	P49957
TOM70	TRS85	P07213	P46944
TOM70	TSC3	P07213	Q3E790
TOM70	TUF1	P07213	P02992
TOM70	TUL1	P07213	P36096
TOM70	UBP16	P07213	Q02863
TOM70	UBP3	P07213	Q01477
TOM70	UBX3	P07213	Q12229
TOM70	UGO1	P07213	Q03327
TOM70	UME1	P07213	Q03010
TOM70	UME6	P07213	P39001
TOM70	VBA1	P07213	Q04301
TOM70	VBA2	P07213	P38358
TOM70	VPS38	P07213	Q05919
TOM70	VRP1	P07213	P37370
TOM70	WHI3	P07213	P34761
TOM70	WHI4	P07213	Q07655
TOM70	WHI5	P07213	Q12416
TOM70	YDJ1	P07213	P25491
TOM70	YDL157C	P07213	Q12082
TOM70	YDR056C	P07213	NA
TOM70	YDR336W	P07213	NA
TOM70	YDR444W	P07213	Q04093
TOM70	YDR514C	P07213	Q04408
TOM70	YHR020W	P07213	P38708
TOM70	YHR097C	P07213	P38809
TOM70	YJR124C	P07213	P47159
TOM70	YMR074C	P07213	Q04773
TOM70	YMR158C-A	P07213	Q3E843
TOM70	YNL115C	P07213	P53925
TOM70	YNL143C	P07213	P53908
TOM70	YNL144C	P07213	P53907
TOM70	YNL184C	P07213	P53876
TOM70	YOL098C	P07213	Q12496
TOM70	YPR063C	P07213	Q12160
TOM70	ZUO1	P07213	P32527
NMD4	TOP1	Q12129	P04786
RRP6	TOP1	Q12149	P04786
SOD1	TOP1	P00445	P04786
NUF2	TOP2	P33895	P06786
MRP51	TOR1	Q02950	P35169
NDT80	TOR1	P38830	P35169
NUM1	TOR1	Q00402	P35169
SOD1	TOR1	P00445	P35169
NMD4	TOR2	Q12129	P32600
NUM1	TOS1	Q00402	P38288
STM1	TOS3	P39015	P43637
SIW14	TPA1	P53965	P40032
SOD1	TPI1	P00445	P00942
CDC48	TPK1	P25694	P06244
DEF1	TPK1	P35732	P06244
NMD4	TPK1	Q12129	P06244
STM1	TPK1	P39015	P06244
TOM70	TPK1	P07213	P06244
CDC48	TPK2	P25694	P06245
CDC48	TPK3	P25694	P05986
NDT80	TPK3	P38830	P05986
NMD2	TPM1	P38798	P17536
SOD1	TPM1	P00445	P17536
STM1	TPM1	P39015	P17536
SNF5	TPO1	P18480	Q07824
PRP4	TPT1	P20053	Q12272
BIM1	TRA1	P40013	P38811
CDC48	TRA1	P25694	P38811
NMD2	TRA1	P38798	P38811
NUM1	TRA1	Q00402	P38811
RRP6	TRA1	Q12149	P38811
DED1	TRF5	P06634	P48561
PRP4	TRF5	P20053	P48561
SIW14	TRF5	P53965	P48561
STM1	TRF5	P39015	P48561
STU2	TRF5	P46675	P48561
NUF2	TRM2	P33895	P33753
RRP6	TRM2	Q12149	P33753
RRP6	TRM44	Q12149	Q02648
RRP6	TRM8	Q12149	Q12009
CDC48	TRM9	P25694	P49957
RRP6	TRP2	Q12149	P00899
STM1	TRS20	P39015	P38334
NUF2	TRS23	P33895	Q03784
SIW14	TRS31	P53965	Q03337
DBP1	TRS33	P24784	Q99394
NUF2	TRS65	P33895	P32893
SUB1	TRS65	P54000	P32893
SOD1	TRX3	P00445	P25372
BIM1	TSA1	P40013	P34760
MRP51	TSA1	Q02950	P34760
NUF2	TSA1	P33895	P34760
SIW14	TSA1	P53965	P34760
SOD1	TSA1	P00445	P34760
RRP6	TSA2	Q12149	Q04120
NMD2	TSC10	P38798	P38342
RPO41	TSC10	P13433	P38342
CDC48	TSC11	P25694	P40061
DED1	TSC11	P06634	P40061
NDC80	TSC11	P40460	P40061
NUF2	TSC11	P33895	P40061
NUM1	TSC11	Q00402	P40061
PRP4	TSC11	P20053	P40061
RRP6	TSC11	Q12149	P40061
NMD2	TSC13	P38798	Q99190
CDC48	TSC3	P25694	Q3E790
SNF5	TSC3	P18480	Q3E790
DED1	TSR1	P06634	Q07381
DEF1	TSR1	P35732	Q07381
PRP4	TSR1	P20053	Q07381
STM1	TSR2	P39015	Q06672
SNF5	TSR3	P18480	Q12094
CDC48	TTI1	P25694	P36097
SET2	TTI1	P46995	P36097
STU2	TTI1	P46675	P36097
TTI1	TUB4	P36097	P53378
CDC48	TTI2	P25694	P47168
DED1	TTI2	P06634	P47168
NDC80	TTI2	P40460	P47168
STU2	TTI2	P46675	P47168
RRP6	TUB1	Q12149	P09733
TOM70	TUB1	P07213	P09733
TUB1	TUB4	P09733	P53378
BIM1	TUB2	P40013	P02557
CDC48	TUB2	P25694	P02557
SUB1	TUB2	P54000	P02557
RPO41	TUB3	P13433	P09734
TOM70	TUB3	P07213	P09734
AAC3	TUB4	P18238	P53378
ABM1	TUB4	P47146	P53378
ABP140	TUB4	Q08641	P53378
ADE1	TUB4	P27616	P53378
ADE4	TUB4	P04046	P53378
ADE5,7	TUB4	NA	P53378
ADE8	TUB4	P04161	P53378
ADH6	TUB4	Q04894	P53378
AEP2	TUB4	P22136	P53378
AFT1	TUB4	P22149	P53378
AFT2	TUB4	Q08957	P53378
AGA1	TUB4	P32323	P53378
AGC1	TUB4	Q12482	P53378
AGP1	TUB4	P25376	P53378
AHC1	TUB4	Q12433	P53378
AIF1	TUB4	P52923	P53378
AIM20	TUB4	P40451	P53378
AIM29	TUB4	P36154	P53378
AIM34	TUB4	Q03673	P53378
AIM39	TUB4	Q08223	P53378
AIM4	TUB4	P38305	P53378
AIM41	TUB4	Q12032	P53378
AIM44	TUB4	Q99299	P53378
AIM46	TUB4	P38885	P53378
AIP1	TUB4	P46680	P53378
ALD4	TUB4	P46367	P53378
ALD6	TUB4	P54115	P53378
ALE1	TUB4	Q08548	P53378
ALG12	TUB4	P53730	P53378
ALG5	TUB4	P40350	P53378
ALG8	TUB4	P40351	P53378
ALT1	TUB4	P52893	P53378
ALT2	TUB4	P52892	P53378
AMD2	TUB4	P22580	P53378
AMF1	TUB4	Q08902	P53378
APE4	TUB4	P38821	P53378
APM1	TUB4	Q00776	P53378
APT1	TUB4	P49435	P53378
AQR1	TUB4	P53943	P53378
AQY1	TUB4	P0CD91	P53378
ARC1	TUB4	P46672	P53378
ARE1	TUB4	P25628	P53378
ARE2	TUB4	P53629	P53378
ARF3	TUB4	P40994	P53378
ARG4	TUB4	P04076	P53378
ARG80	TUB4	P07249	P53378
ARG81	TUB4	P05085	P53378
ARK1	TUB4	P53974	P53378
ARN1	TUB4	P38731	P53378
ARN2	TUB4	P38724	P53378
ARO1	TUB4	P08566	P53378
ARO2	TUB4	P28777	P53378
ARO3	TUB4	P14843	P53378
ARO7	TUB4	P32178	P53378
ARO8	TUB4	P53090	P53378
ARP1	TUB4	P38696	P53378
ARP8	TUB4	Q12386	P53378
ARR1	TUB4	Q06596	P53378
ARR2	TUB4	Q06597	P53378
ARR3	TUB4	Q06598	P53378
ARV1	TUB4	Q06541	P53378
ASC1	TUB4	P38011	P53378
ASE1	TUB4	P50275	P53378
ASH1	TUB4	P34233	P53378
ASI1	TUB4	P54074	P53378
ASK10	TUB4	P48361	P53378
ASN1	TUB4	P49089	P53378
ATF1	TUB4	P40353	P53378
ATG2	TUB4	P53855	P53378
ATG21	TUB4	Q02887	P53378
ATG29	TUB4	Q12092	P53378
ATG3	TUB4	P40344	P53378
ATG31	TUB4	Q12421	P53378
ATG34	TUB4	Q12292	P53378
ATG38	TUB4	Q05789	P53378
ATG7	TUB4	P38862	P53378
ATH1	TUB4	P48016	P53378
ATO2	TUB4	P32907	P53378
ATP10	TUB4	P18496	P53378
ATP11	TUB4	P32453	P53378
ATP18	TUB4	P81450	P53378
ATP23	TUB4	P53722	P53378
AVL9	TUB4	Q12500	P53378
AVT2	TUB4	P39981	P53378
AVT4	TUB4	P50944	P53378
BAS1	TUB4	P22035	P53378
BCH1	TUB4	Q05029	P53378
BCH2	TUB4	P36122	P53378
BCK1	TUB4	Q01389	P53378
BEM3	TUB4	P32873	P53378
BFA1	TUB4	P47113	P53378
BIM1	TUB4	P40013	P53378
BIO2	TUB4	P32451	P53378
BIO5	TUB4	P53744	P53378
BNI4	TUB4	P53858	P53378
BOS1	TUB4	P25385	P53378
BRE1	TUB4	Q07457	P53378
BRE5	TUB4	P53741	P53378
BRR1	TUB4	Q99177	P53378
BSP1	TUB4	Q06604	P53378
BTS1	TUB4	Q12051	P53378
BUB2	TUB4	P26448	P53378
BUD13	TUB4	P46947	P53378
BUD21	TUB4	Q08492	P53378
BUD31	TUB4	P25337	P53378
BUD7	TUB4	Q08754	P53378
BUL2	TUB4	Q03758	P53378
CAF20	TUB4	P12962	P53378
CAF40	TUB4	P53829	P53378
CAM1	TUB4	P29547	P53378
CAN1	TUB4	P04817	P53378
CAT5	TUB4	P41735	P53378
CBC2	TUB4	Q08920	P53378
CBF1	TUB4	P17106	P53378
CBR1	TUB4	P38626	P53378
CCH1	TUB4	P50077	P53378
CCT4	TUB4	P39078	P53378
CCZ1	TUB4	P38273	P53378
CDC11	TUB4	P32458	P53378
CDC13	TUB4	P32797	P53378
CDC34	TUB4	P14682	P53378
CDC48	TUB4	P25694	P53378
CEM1	TUB4	P39525	P53378
CGI121	TUB4	Q03705	P53378
CGR1	TUB4	P53188	P53378
CHD1	TUB4	P32657	P53378
CHL1	TUB4	P22516	P53378
CHO2	TUB4	P05374	P53378
CHS3	TUB4	P29465	P53378
CHS6	TUB4	P40955	P53378
CIK1	TUB4	Q01649	P53378
CIN2	TUB4	P46670	P53378
CIN4	TUB4	P39110	P53378
CIN8	TUB4	P27895	P53378
CIR2	TUB4	Q08822	P53378
CLA4	TUB4	P48562	P53378
CLB2	TUB4	P24869	P53378
CLB3	TUB4	P24870	P53378
CLG1	TUB4	P35190	P53378
CNA1	TUB4	P23287	P53378
CNB1	TUB4	P25296	P53378
CNE1	TUB4	P27825	P53378
COQ10	TUB4	Q08058	P53378
COQ2	TUB4	P32378	P53378
COX10	TUB4	P21592	P53378
COX12	TUB4	Q01519	P53378
COX14	TUB4	P39103	P53378
COX17	TUB4	Q12287	P53378
COX23	TUB4	P38824	P53378
COX5B	TUB4	P00425	P53378
CPR7	TUB4	P47103	P53378
CPR8	TUB4	P53728	P53378
CRC1	TUB4	Q12289	P53378
CRR1	TUB4	Q05790	P53378
CRT10	TUB4	Q08226	P53378
CSE2	TUB4	P33308	P53378
CSG2	TUB4	P35206	P53378
CSM4	TUB4	Q08955	P53378
CST6	TUB4	P40535	P53378
CTF4	TUB4	Q01454	P53378
CTI6	TUB4	Q08923	P53378
CTK1	TUB4	Q03957	P53378
CUE3	TUB4	P53137	P53378
CUE5	TUB4	Q08412	P53378
CUR1	TUB4	Q06469	P53378
CYK3	TUB4	Q07533	P53378
CYT1	TUB4	P07143	P53378
CYT2	TUB4	Q00873	P53378
DAL81	TUB4	P21657	P53378
DAP1	TUB4	Q12091	P53378
DAS1	TUB4	P47005	P53378
DAS2	TUB4	Q12084	P53378
DAT1	TUB4	P13483	P53378
DBF2	TUB4	P22204	P53378
DBP1	TUB4	P24784	P53378
DBP3	TUB4	P20447	P53378
DCC1	TUB4	P25559	P53378
DCN1	TUB4	Q12395	P53378
DCW1	TUB4	P36091	P53378
DDC1	TUB4	Q08949	P53378
DDR48	TUB4	P18899	P53378
DEG1	TUB4	P31115	P53378
DIA1	TUB4	P54005	P53378
DID2	TUB4	P69771	P53378
DNL4	TUB4	Q08387	P53378
DPH2	TUB4	P32461	P53378
DSC2	TUB4	Q08232	P53378
DSE4	TUB4	P53753	P53378
DUF1	TUB4	Q99247	P53378
DUR3	TUB4	P33413	P53378
DUS3	TUB4	Q06053	P53378
DYN1	TUB4	P36022	P53378
DYN3	TUB4	Q04949	P53378
EAF1	TUB4	Q06337	P53378
EAF3	TUB4	Q12432	P53378
EAF7	TUB4	P53911	P53378
EAP1	TUB4	P36041	P53378
ECM23	TUB4	Q02710	P53378
ECM3	TUB4	Q99252	P53378
ECM30	TUB4	Q06673	P53378
ECM31	TUB4	P38122	P53378
ECM33	TUB4	P38248	P53378
ECM7	TUB4	Q06200	P53378
EEB1	TUB4	Q02891	P53378
EFM4	TUB4	P40516	P53378
EFT1	TUB4	P32324	P53378
EGD1	TUB4	Q02642	P53378
EGD2	TUB4	P38879	P53378
EHD3	TUB4	P28817	P53378
ELO1	TUB4	P39540	P53378
ELO3	TUB4	P40319	P53378
ELP2	TUB4	P42935	P53378
ELP3	TUB4	Q02908	P53378
ELP4	TUB4	Q02884	P53378
ELP6	TUB4	Q04868	P53378
EMI1	TUB4	Q04406	P53378
ENB1	TUB4	Q08299	P53378
ENT2	TUB4	Q05785	P53378
ENT5	TUB4	Q03769	P53378
ENV11	TUB4	P53246	P53378
ENV7	TUB4	Q12003	P53378
ERG2	TUB4	P32352	P53378
ERG5	TUB4	P54781	P53378
ERG6	TUB4	P25087	P53378
ERV2	TUB4	Q12284	P53378
ERV29	TUB4	P53337	P53378
ESC1	TUB4	Q03661	P53378
EST1	TUB4	P17214	P53378
EST2	TUB4	Q06163	P53378
ETP1	TUB4	P38748	P53378
ETR1	TUB4	P38071	P53378
EXO84	TUB4	P38261	P53378
FAA1	TUB4	P30624	P53378
FAR10	TUB4	Q06001	P53378
FAR11	TUB4	P53917	P53378
FET4	TUB4	P40988	P53378
FIP1	TUB4	P45976	P53378
FIS1	TUB4	P40515	P53378
FIT3	TUB4	Q08907	P53378
FKH1	TUB4	P40466	P53378
FKH2	TUB4	P41813	P53378
FLC1	TUB4	Q08967	P53378
FLO10	TUB4	P36170	P53378
FLX1	TUB4	P40464	P53378
FMO1	TUB4	P38866	P53378
FMP30	TUB4	Q02883	P53378
FMP40	TUB4	Q08968	P53378
FPR1	TUB4	P20081	P53378
FRD1	TUB4	P32614	P53378
FRE1	TUB4	P32791	P53378
FRE3	TUB4	Q08905	P53378
FRE5	TUB4	Q08908	P53378
FRE7	TUB4	Q12333	P53378
FRS1	TUB4	P15624	P53378
FRT1	TUB4	Q99332	P53378
FSF1	TUB4	Q12029	P53378
FSH3	TUB4	Q99369	P53378
FYV12	TUB4	Q08559	P53378
GAS1	TUB4	P22146	P53378
GCN1	TUB4	P33892	P53378
GCN3	TUB4	P14741	P53378
GCR2	TUB4	Q01722	P53378
GCY1	TUB4	P14065	P53378
GDE1	TUB4	Q02979	P53378
GDS1	TUB4	P41913	P53378
GET1	TUB4	P53192	P53378
GET2	TUB4	P40056	P53378
GET3	TUB4	Q12154	P53378
GET4	TUB4	Q12125	P53378
GGA2	TUB4	P38817	P53378
GID8	TUB4	P40208	P53378
GIP3	TUB4	Q03016	P53378
GLR1	TUB4	P41921	P53378
GNP1	TUB4	P48813	P53378
GNT1	TUB4	Q12096	P53378
GOS1	TUB4	P38736	P53378
GPB1	TUB4	Q08886	P53378
GPM3	TUB4	Q12326	P53378
GPP1	TUB4	P41277	P53378
GPR1	TUB4	Q12361	P53378
GRE1	TUB4	Q08969	P53378
GSH1	TUB4	P32477	P53378
GSH2	TUB4	Q08220	P53378
GSM1	TUB4	P42950	P53378
GTR1	TUB4	Q00582	P53378
GUP2	TUB4	Q08929	P53378
GVP36	TUB4	P40531	P53378
GWT1	TUB4	P47026	P53378
HAL5	TUB4	P38970	P53378
HAL9	TUB4	Q12180	P53378
HAP2	TUB4	P06774	P53378
HAP5	TUB4	Q02516	P53378
